name,address-street,address-zipcode,address-place,google_search_link,category,phone,adress,website,email,handler_type,company_purpose,management,registration_number,profit_year,profit_amount,company_url
Alexander-Stift GmbH Haus Weissach i.T.,Brüdenwiesen 7 - 9,71554.0,Weissach,https://www.google.de/search?q=Alexander-Stift+GmbH+Haus+Weissach+i.T.+Br%C3%BCdenwiesen+7+-+9+71554+Weissach,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Alexander-Stift GmbH,Rathausstr. 7,73635.0,Rudersberg,https://www.google.de/search?q=Alexander-Stift+GmbH+Rathausstr.+7+73635+Rudersberg,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,+49 7903 9300,"Schlossberg 2, 71394 Kernen im Remstal",,,Altenhilfe und Pflege,"Alexander-Stift GmbH bietet wohnortnahe Betreuung für ältere Menschen an, ihren Alltag nicht mehr oder nicht mehr vollständig alleine bewältigen können. Die Einrichtung verfügt über 22 Standorte in sechs Landkreisen und bietet eine familiäre Atmosphäre in kleinen Pflegeheimen und Hausgemeinschaften. Der Hauptzweck von Alexander-Stift GmbH besteht darin, älteren Menschen Geborgenheit und individuelle Betreuung zu bieten.",Regina Bürkle,HRB 726930 Amtsgericht Stuttgart,,,https://www.companyhouse.de/Alexander-Stift-GmbH-Kernen-im-Remstal
Alexander-Stift GmbH Haus Urbach,Schloßstr. 39,73660.0,Urbach,https://www.google.de/search?q=Alexander-Stift+GmbH+Haus+Urbach+Schlo%C3%9Fstr.+39+73660+Urbach,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Staigacker,Staigacker 3,71522.0,Backnang,https://www.google.de/search?q=Staigacker+Staigacker+3+71522+Backnang,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Johannes-Brenz-Haus,Staigacker 3,71522.0,Backnang,https://www.google.de/search?q=Johannes-Brenz-Haus+Staigacker+3+71522+Backnang,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
"Arbeiterwohlfahrt ""Haus am Mühlbach""",Starengasse 2,74366.0,Kirchheim,https://www.google.de/search?q=Arbeiterwohlfahrt+%22Haus+am+M%C3%BChlbach%22+Starengasse+2+74366+Kirchheim,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Wohnintern gGmbH Wohnbetreuung,Ilsfelder Weg 2,71717.0,Beilstein,https://www.google.de/search?q=Wohnintern+gGmbH+Wohnbetreuung+Ilsfelder+Weg+2+71717+Beilstein,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,+49 7062 9290,"Ilsfelder Weg 2, 71717 Beilstein",,,Soziale Einrichtungen,Ambulanter Pflegedienst,"Andrea Stoll, Gudrun Waidmann",Gemeinnützige Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/WOHNINTERN-gGmbH-Wohnbetreuung-Beilstein
Evang. Heimstiftung GmbH Haus Zabergäu,Knipfelesweg 5,74336.0,Brackenheim,https://www.google.de/search?q=Evang.+Heimstiftung+GmbH+Haus+Zaberg%C3%A4u+Knipfelesweg+5+74336+Brackenheim,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
DOREAFAMILIE Sulzbach,Ziegeläcker 1,71560.0,Sulzbach,https://www.google.de/search?q=DOREAFAMILIE+Sulzbach+Ziegel%C3%A4cker+1+71560+Sulzbach,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Weber Greissinger GmbH & Co. KG,Obertorstr. 14,74336.0,Brackenheim,https://www.google.de/search?q=Weber+Greissinger+GmbH+%26+Co.+KG+Obertorstr.+14+74336+Brackenheim,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,+49 7131 78230,"Sülmerstr. 54, 74072 Heilbronn",,info@webergreissinger.de,Großhandel,"Geschäfte in den Bereichen Orthopädietechnik, Rehatechnik, medizinischer Fachhandel sowie Sanitätsartikel.",Andreas Michael Weibler,Gesellschaft mit beschränkter Haftung & Co. Kommanditgesellschaft,,,https://www.companyhouse.de/Weber-Greissinger-GmbH-Co-KG-Heilbronn
Arbeiter-Samariter-Bund RV Heilbronn-Franken,Am See 16,74363.0,Güglingen,https://www.google.de/search?q=Arbeiter-Samariter-Bund+RV+Heilbronn-Franken+Am+See+16+74363+G%C3%BCglingen,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Seniorenzentrum Bethel Welzheim gGmbH,Schorndorfer Str. 81,73642.0,Welzheim,https://www.google.de/search?q=Seniorenzentrum+Bethel+Welzheim+gGmbH+Schorndorfer+Str.+81+73642+Welzheim,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,+49 7182 8010,"Schorndorferstr. 81, 73642 Welzheim",,,Soziale Einrichtungen,Seniorenzentrum,"Lale Toktas, Gesundheitswerk Bethel, Ulrike Brenner",Gemeinnützige Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Seniorenzentrum-Bethel-Welzheim-gemeinnuetzige-GmbH-Welzheim
Christophsheim GmbH,Hohenstaufenblick 1,73035.0,Göppingen,https://www.google.de/search?q=Christophsheim+GmbH+Hohenstaufenblick+1+73035+G%C3%B6ppingen,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,+49 7161 6010,"Faurndauerstr. 16, 73035 Göppingen",,info@christophsheim.de,Betrieb eines Heims im Sinne des Heimgesetzes,"Christophsheim GmbH Betreuung und Pflege ist ein Heim im Sinne des Heimgesetzes, sich auf die Betreuung und Pflege von Menschen konzentriert. Das Unternehmen zeichnet sich durch seine langjährige Erfahrung und Expertise in diesem Bereich aus. Der Zweck seiner Geschäftstätigkeit ist es, Menschen zu unterstützen und zu betreuen, indem es ihnen eine sichere und angemessene Umgebung bietet.",Dagmar Jungblut Rassl,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Christophsheim-GmbH-Betreuung-und-Pflege-Goeppingen
Vinzenz von Paul gGmbH Haus Vinzenz,Adolf-Kolping-Str. 9,73033.0,Göppingen,https://www.google.de/search?q=Vinzenz+von+Paul+gGmbH+Haus+Vinzenz+Adolf-Kolping-Str.+9+73033+G%C3%B6ppingen,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Residenz der Generationen,Pestalozzistr. 3,74199.0,Untergruppenbach,https://www.google.de/search?q=Residenz+der+Generationen+Pestalozzistr.+3+74199+Untergruppenbach,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
DOREAFAMILIE Murrhardt-Eulenhöfle,Eulenhöfle 17,71540.0,Murrhardt,https://www.google.de/search?q=DOREAFAMILIE+Murrhardt-Eulenh%C3%B6fle+Eulenh%C3%B6fle+17+71540+Murrhardt,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Christophsheim GmbH Betreuung und Pflege,Faurndauer Str. 6-10,73035.0,Göppingen,https://www.google.de/search?q=Christophsheim+GmbH+Betreuung+und+Pflege+Faurndauer+Str.+6-10+73035+G%C3%B6ppingen,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,+49 7161 6010,"Faurndauerstr. 16, 73035 Göppingen",,info@christophsheim.de,Betrieb eines Heims im Sinne des Heimgesetzes,"Christophsheim GmbH Betreuung und Pflege ist ein Heim im Sinne des Heimgesetzes, sich auf die Betreuung und Pflege von Menschen konzentriert. Das Unternehmen zeichnet sich durch seine langjährige Erfahrung und Expertise in diesem Bereich aus. Der Zweck seiner Geschäftstätigkeit ist es, Menschen zu unterstützen und zu betreuen, indem es ihnen eine sichere und angemessene Umgebung bietet.",Dagmar Jungblut Rassl,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Christophsheim-GmbH-Betreuung-und-Pflege-Goeppingen
Haus zum Fels Flein,Seeäckerstr. 1,74223.0,Flein,https://www.google.de/search?q=Haus+zum+Fels+Flein+See%C3%A4ckerstr.+1+74223+Flein,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Sozialwerk der Volksmission e.V.,Höhenstr. 51,75433.0,Maulbronn,https://www.google.de/search?q=Sozialwerk+der+Volksmission+e.V.+H%C3%B6henstr.+51+75433+Maulbronn,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
BTB REHAMED GmbH,Eugen-Zipperle-Str. 14,74374.0,Zaberfeld,https://www.google.de/search?q=BTB+REHAMED+GmbH+Eugen-Zipperle-Str.+14+74374+Zaberfeld,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,"Eugen-Zipperle-Str. 14, 74374 Zaberfeld",,,Großhandel,"Vermittlung von Warenumsätzen der Rehatechnik, Heil- und Hilfsmitteln des medizinisch und medizinisch-technischen Bedarfs, des Labor-, Hygiene- und des allgemeinen ärztlichen Praxisbedarfs sowie Großhandel mit Waren der vorgenannten Bereiche und Vornahme aller Geschäfte, welche den Unternehmensgegenstand unmittelbar oder mittelbar betreffen.",Markus Adolf Berger,HRB 778309 Amtsgericht Stuttgart,,,https://www.companyhouse.de/BTB-Rehamed-GmbH-Zaberfeld
Wilhelmshilfe e.V. Pflegeheim Karlshof,Gartenstr. 13,73033.0,Göppingen,https://www.google.de/search?q=Wilhelmshilfe+e.V.+Pflegeheim+Karlshof+Gartenstr.+13+73033+G%C3%B6ppingen,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Villa Riesberg GmbH,Riesbergstr. 30,71540.0,Murrhardt,https://www.google.de/search?q=Villa+Riesberg+GmbH+Riesbergstr.+30+71540+Murrhardt,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,+49 7192 93690,"Riesbergstraße 30, 71540 Murrhardt",villa-riesberg.de,info@villa-riesberg.de,Betrieb eines Wohn- und Pflegeheims für psychisch kranke Erwachsene,Führung eines Alten- und Pflegeheimbetriebs sowie Durchführung aller beim Betrieb eines Alten- und Pflegeheims anfallenden Geschäfte sowie Halten von Unternehmensbeteiligungen.,Ulrike Frank,HRB 764740 Amtsgericht Stuttgart,,,https://www.companyhouse.de/Villa-Riesberg-GmbH-Murrhardt
Schumm Pflege gGmbH,Fornsbacher Str. 29,71540.0,Murrhardt,https://www.google.de/search?q=Schumm+Pflege+gGmbH+Fornsbacher+Str.+29+71540+Murrhardt,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,"Fornsbacherstr. 29, 71540 Murrhardt",,,Öffentliche Ordnung,Förderung des öffentlichen Gesundheitswesens und öffentlichen Gesundheitspflege.,Alexandra Zieffle,HRB 772579 Amtsgericht Stuttgart,,,https://www.companyhouse.de/Schumm-Pflege-gGmbH-Murrhardt
DOREAFAMILIE Murrhardt - Hohenstein,Hohenstein 16,71540.0,Murrhardt,https://www.google.de/search?q=DOREAFAMILIE+Murrhardt+-+Hohenstein+Hohenstein+16+71540+Murrhardt,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Stiftung Haus Lindenhof Altenpflegeheim,Kronengasse 4,73116.0,Wäschenbeuren,https://www.google.de/search?q=Stiftung+Haus+Lindenhof+Altenpflegeheim+Kronengasse+4+73116+W%C3%A4schenbeuren,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Evang. Heimstiftung GmbH Haus am Staufenberg,Max-von-Laue-Str. 50,74081.0,Heilbronn,https://www.google.de/search?q=Evang.+Heimstiftung+GmbH+Haus+am+Staufenberg+Max-von-Laue-Str.+50+74081+Heilbronn,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Pro Casa GmbH Niederlassung Murrhardt,Fliederweg 1,73667.0,Kaisersbach,https://www.google.de/search?q=Pro+Casa+GmbH+Niederlassung+Murrhardt+Fliederweg+1+73667+Kaisersbach,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Pro Casa GmbH Niederlassung Kaisersbach,Fliederweg 1,73667.0,Kaisersbach,https://www.google.de/search?q=Pro+Casa+GmbH+Niederlassung+Kaisersbach+Fliederweg+1+73667+Kaisersbach,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Haus Am Schlüsselgarnweg Heilbronn-Sontheim,Karl-Döft-Str. 10,74081.0,Heilbronn,https://www.google.de/search?q=Haus+Am+Schl%C3%BCsselgarnweg+Heilbronn-Sontheim+Karl-D%C3%B6ft-Str.+10+74081+Heilbronn,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Rosenfels GmbH Heim für chronisch,Mettelberg 14,71540.0,Murrhardt,https://www.google.de/search?q=Rosenfels+GmbH+Heim+f%C3%BCr+chronisch+Mettelberg+14+71540+Murrhardt,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Greuthofer Kurzzeit- und Vollzeitpflege GmbH,Greuthofstr. 26,71543.0,Wüstenrot,https://www.google.de/search?q=Greuthofer+Kurzzeit-+und+Vollzeitpflege+GmbH+Greuthofstr.+26+71543+W%C3%BCstenrot,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,+49 7130 40040,"Greuthofstr. 26-28, 71543 Wüstenrot",,,Hotel- und Gaststättengewerbe,Ambulanter Pflegedienst,Sabine Wegener,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Greuthofer-Kurzzeit-und-Vollzeitpflege-GmbH-Wuestenrot
Arbeiter-Samariter-Bund,Bottwarbahnstr. 28,74081.0,Heilbronn,https://www.google.de/search?q=Arbeiter-Samariter-Bund+Bottwarbahnstr.+28+74081+Heilbronn,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,"Falkenbergerstr. 10, 04916 Herzberg (Elster)",,,,,"Sven Lahmer, Timo Gleinig, Tilo Koch",,,,https://www.companyhouse.de/ASB-Regionalverband-Elbe-Elster-eV-Herzberg-Elster
ASB Baden-Württemberg e.V. Region Heilbronn-Franken,Bottwarbahnstr. 28,74081.0,Heilbronn,https://www.google.de/search?q=ASB+Baden-W%C3%BCrttemberg+e.V.+Region+Heilbronn-Franken+Bottwarbahnstr.+28+74081+Heilbronn,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Arbeiter-Samariter-Bund Baden-Württemberg e.V.,Bottwarbahnstr. 28,74081.0,Heilbronn,https://www.google.de/search?q=Arbeiter-Samariter-Bund+Baden-W%C3%BCrttemberg+e.V.+Bottwarbahnstr.+28+74081+Heilbronn,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Haus Zion,Kraichweg 9,75447.0,Sternenfels,https://www.google.de/search?q=Haus+Zion+Kraichweg+9+75447+Sternenfels,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Evang. Heimstiftung GmbH Kloster Lorch,Kloster Lorch 2,73547.0,Lorch,https://www.google.de/search?q=Evang.+Heimstiftung+GmbH+Kloster+Lorch+Kloster+Lorch+2+73547+Lorch,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Alten- und Pflegeheim Bethesda,Strombergstr. 17,75245.0,Neulingen,https://www.google.de/search?q=Alten-+und+Pflegeheim+Bethesda+Strombergstr.+17+75245+Neulingen,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Lichtenstern gGmbH,Im Klosterhof 10,74245.0,Löwenstein,https://www.google.de/search?q=Lichtenstern+gGmbH+Im+Klosterhof+10+74245+L%C3%B6wenstein,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,+49 7130 100,"Im Klosterhof 10, 74245 Löwenstein",lichtenstern.de,info@lichtenstern.de,Unterstützung von Menschen mit Behinderung und Senioren,"Lichtenstern gGmbH Wohnen - Pflegen - Fördern ist eine Einrichtung, sich auf die umfassende Betreuung und Förderung von Menschen mit Unterstützungsbedarf spezialisiert hat. Ihr christliches Menschenbild und ihr Fokus auf Selbstständigkeit zeichnen sie aus. Das Unternehmen bietet auch Stellen für Freiwilligendienste und Ausbildungen an.",Sybille Leiß,Gemeinnützige Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Lichtenstern-gGmbH-Wohnen-Pflegen-Foerdern-Loewenstein
Haus zum Fels Heilbronn,Happelstr. 14,74074.0,Heilbronn,https://www.google.de/search?q=Haus+zum+Fels+Heilbronn+Happelstr.+14+74074+Heilbronn,Inkontinenzhilfen%2C+saugend%2C+in+Alten-+und+Pflegeheimen,,,,,,,,,,,
Sanitätshaus Med-Pro Inh. Jan Nowak,Alte Turmstr. 26,52457.0,Aldenhoven,https://www.google.de/search?q=Sanit%C3%A4tshaus+Med-Pro+Inh.+Jan+Nowak+Alte+Turmstr.+26+52457+Aldenhoven,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
E-Lobil e.K David Bahles,Quellenstr. 150 a,53424.0,Remagen,https://www.google.de/search?q=E-Lobil+e.K+David+Bahles+Quellenstr.+150+a+53424+Remagen,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Mohren-Apotheke Barbara Mann,Christofsstr. 2,55116.0,Mainz,https://www.google.de/search?q=Mohren-Apotheke+Barbara+Mann+Christofsstr.+2+55116+Mainz,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Karl Frohnhäuser GmbH,Stadthausstr. 8,55116.0,Mainz,https://www.google.de/search?q=Karl+Frohnh%C3%A4user+GmbH+Stadthausstr.+8+55116+Mainz,Inkontinenzhilfen%2C+ableitend,+49 6131 287110,"Stadthausstraße 8, 55116 Mainz",frohnhaeuser.com,info@frohnhaeuser.com,Herstellung von sonstigen Waren,Handel mit Sanitätshausartikeln und Betrieb des Orthopädiehandwerks und Orthopädie-Schuhtechnik.,"Rahel Weidlich, Elena Quetscher",Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Karl-Frohnhaeuser-GmbH-Mainz
Adler-Apotheke Nils C. Mayer,Augustinerstr. 23,55116.0,Mainz,https://www.google.de/search?q=Adler-Apotheke+Nils+C.+Mayer+Augustinerstr.+23+55116+Mainz,Inkontinenzhilfen%2C+ableitend,,,,,Einzelhandel,,,,,,https://www.companyhouse.de/Adler-Apotheke-Nils-C-Mayer-eK-Mainz
BZ Medizin-Technik OHG,Wernher-von-Braun-Str. 9,55129.0,Mainz,https://www.google.de/search?q=BZ+Medizin-Technik+OHG+Wernher-von-Braun-Str.+9+55129+Mainz,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Neue Laubenheimer Apotheke Emel Özgen e.K.,Oppenheimer Str. 100,55130.0,Mainz,https://www.google.de/search?q=Neue+Laubenheimer+Apotheke+Emel+%C3%96zgen+e.K.+Oppenheimer+Str.+100+55130+Mainz,Inkontinenzhilfen%2C+ableitend,,,,,Einzelhandel,"Betrieb einer Apotheke und damit verbundenen Dienstleistungen und Tätigkeiten, insbesondere die Versorgung der Allgemeinheit mit Arzneimitteln und medizinischen Bedarf. Daneben werden Medikationsüberprüfungen, Gesundheitschecks und Quittungserstellungen im Auftrage der Kunden vorgenommen.",,HRA 43150 Amtsgericht Mainz,,,https://www.companyhouse.de/Neue-Laubenheimer-Apotheke-Emel-Oezgen-eK-Mainz
Römer-Apotheke Simone Sequeira,Breite Str. 31,55124.0,Mainz,https://www.google.de/search?q=R%C3%B6mer-Apotheke+Simone+Sequeira+Breite+Str.+31+55124+Mainz,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Die Mainz Apotheke im Helix Jan-Paul Weber,Haifa-Allee 24,55128.0,Mainz,https://www.google.de/search?q=Die+Mainz+Apotheke+im+Helix+Jan-Paul+Weber+Haifa-Allee+24+55128+Mainz,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Die Mainz Apotheke im Gutenberg Center,Haifa-Allee 1,55128.0,Mainz,https://www.google.de/search?q=Die+Mainz+Apotheke+im+Gutenberg+Center+Haifa-Allee+1+55128+Mainz,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
aiutanda Therapiemanagement Deutschland GmbH,Kreuzberger Ring 20,65205.0,Wiesbaden,https://www.google.de/search?q=aiutanda+Therapiemanagement+Deutschland+GmbH+Kreuzberger+Ring+20+65205+Wiesbaden,Inkontinenzhilfen%2C+ableitend,,"Kreuzberger Ring 20, 65205 Wiesbaden",,,Großhandel,"Vertrieb und Service von und mit medizinischen Produkten und Hilfsmitteln, diätischen Lebensmitteln, Arzneimitteln sowie allen anderen Produkten, in Apotheken, Sanitätshäusern, Drogerien und ähnlichen Geschäften verkauft werden, Reparatur und Wartung von Medizin- und Gesundheitsprodukten, sowie Dienstleistungen die mit Vorstehendem im Zusammenhang stehen.",Marco Schmitt,HRB 33886 Amtsgericht Wiesbaden,,,https://www.companyhouse.de/aiutanda-Therapiemanagement-Deutschland-GmbH-Wiesbaden
Wiesanha H.+W. Söhngen GmbH,Daimlerring 8 a,65205.0,Wiesbaden,https://www.google.de/search?q=Wiesanha+H.%2BW.+S%C3%B6hngen+GmbH+Daimlerring+8+a+65205+Wiesbaden,Inkontinenzhilfen%2C+ableitend,+49 611 990030,"Rheinstr. 30/32, 65185 Wiesbaden",,info@wiesanha.de,Großhandel,"Vertrieb (Groß- und Einzelhandel) von Ärzte-, Krankenhaus-, Labor- und Industriebedarf, sowie Dienstleistungen mit Medizinprodukten","Niels Söhngen, Annkatrin Söhngen, Thilo Söhngen",HRB 6799 Amtsgericht Wiesbaden,,,https://www.companyhouse.de/Wiesanha-H-W-Soehngen-GmbH-Wiesbaden
Sanitätshaus Medicum,Langenbeckplatz 2,65189.0,Wiesbaden,https://www.google.de/search?q=Sanit%C3%A4tshaus+Medicum+Langenbeckplatz+2+65189+Wiesbaden,Inkontinenzhilfen%2C+ableitend,,"Am Dorfanger 19, 65191 Wiesbaden",,,Pharmazie,Führung eines Sanitätshandels,Martin Hofmann,HRA 8956 Amtsgericht Wiesbaden,,,https://www.companyhouse.de/medicum-Sanitaetshaus-Martin-Hofmann-eK-Wiesbaden
Wiesanha H. und W. Söhngen GmbH,Rheinstr. 30-32,65185.0,Wiesbaden,https://www.google.de/search?q=Wiesanha+H.+und+W.+S%C3%B6hngen+GmbH+Rheinstr.+30-32+65185+Wiesbaden,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Apotheke Klose im Luisenforum,Dotzheimer Str. 6-8,65185.0,Wiesbaden,https://www.google.de/search?q=Apotheke+Klose+im+Luisenforum+Dotzheimer+Str.+6-8+65185+Wiesbaden,Inkontinenzhilfen%2C+ableitend,+49 611 1608753,"Dotzheimerstr. 6-8, 65185 Wiesbaden",,luisenforum@apotheke-klose.de,Pharmazie,Betrieb einer Apotheke,,HRA 8991 Amtsgericht Wiesbaden,,,https://www.companyhouse.de/Apotheke-Klose-im-Luisenforum-eK-Wiesbaden
SANIMED GmbH,Nassaustr. 10,65719.0,Hofheim,https://www.google.de/search?q=SANIMED+GmbH+Nassaustr.+10+65719+Hofheim,Inkontinenzhilfen%2C+ableitend,+49 5451 9230,"Gildestraße 68, 49479 Ibbenbüren",sanimed.de,info@sanimed.de,Medizinische Versorgung und Mobilitätshilfen,Sanitätshaus,"Sven Wellmeier, Karl-Heinz Westkamp, Karlheinz Müller",Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/SANIMED-GmbH-Ibbenbueren
Pfalz-Apotheke Anna Steidle,Bahnhofstr. 26,55218.0,Ingelheim,https://www.google.de/search?q=Pfalz-Apotheke+Anna+Steidle+Bahnhofstr.+26+55218+Ingelheim,Inkontinenzhilfen%2C+ableitend,+49 6132 4353850,"Bahnhofstr. 26, 55218 Ingelheim am Rhein",pfalz-apotheke-ingelheim.de,info@pfalz-apotheke-ingelheim.de,Apothekenwesen,"Pfalz-Apotheke Anna Steidle e.K. ist ein Apothekenbetrieb, sich durch eine breite Palette an Medikamenten, kosmetischen Behandlungen und Beratungsdiensten auszeichnet. Ihr Geschäftszweck ist es, qualitativ hochwertige Gesundheitsprodukte und Dienstleistungen anzubieten, um die Gesundheit und Wohlbefinden der Kunden zu fördern.",Anna Steidle,Eingetragener Kaufmann,,,https://www.companyhouse.de/Pfalz-Apotheke-Anna-Steidle-eK-Ingelheim-am-Rhein
Rosenkranz Scherer GmbH,Mühlfeldstr. 22,65232.0,Taunusstein,https://www.google.de/search?q=Rosenkranz+Scherer+GmbH+M%C3%BChlfeldstr.+22+65232+Taunusstein,Inkontinenzhilfen%2C+ableitend,,"Zeppelinstr. 24, 61352 Bad Homburg v. d. Höhe",,,Herstellung von sonstigen Waren,"Herstellung von und Handel mit orthopädietechnischen Hilfsmitteln, Rehabilitationsmitteln, Arzt- und Krankenhausbedarf, Krankenpflegemitteln, Artikeln der Orthopädieschuhtechnik sowie Handel mit sonstigen Artikeln eines Sanitätshauses.","Oliver Haller, Hans Werner Scherer",HRB 9636 Amtsgericht Bad Homburg v.d.H.,,,https://www.companyhouse.de/Rosenkranz-Scherer-GmbH-Bad-Homburg-v-d-Hoehe
UMS Wheelchair Factory e.K. Markus Umstätter,Rosenstr. 18,55276.0,Dienheim,https://www.google.de/search?q=UMS+Wheelchair+Factory+e.K.+Markus+Umst%C3%A4tter+Rosenstr.+18+55276+Dienheim,Inkontinenzhilfen%2C+ableitend,,,,,,,,,,,
Bencura GmbH,Kirchstr. 6,55278.0,Uelversheim,https://www.google.de/search?q=Bencura+GmbH+Kirchstr.+6+55278+Uelversheim,Inkontinenzhilfen%2C+ableitend,+49 6133 5724280,"Kirchstr. 6, 55278 Uelversheim",bencura.de,service@bencura.de,"Gesundheitswesen, Sanitätshaus, Hygienekonzepte und Versorgung von Arztpraxen mit medizinischen Verbrauchsartikeln","Handel mit und Vertrieb von Gesundheits-/ Krankenpflegeartikeln, Wellnessprodukten, Medizinprodukten und Zubehör, insbesondere Hilfsmitteln im Pflege- und Homecarebereich, in Medizintechnik und Rehabilitation sowie Erbringung aller hiermit im Zusammenhang stehenden Dienstleistungen.",Stefan Gerhard Wolf,HRB 48069 Amtsgericht Mainz,,,https://www.companyhouse.de/Bencura-GmbH-Uelversheim
Curamax GmbH,Eichenstr. 59,65933.0,Frankfurt,https://www.google.de/search?q=Curamax+GmbH+Eichenstr.+59+65933+Frankfurt,Inkontinenzhilfen%2C+ableitend,+49 69 26095715,"Eichenstraße 59, 65933 Frankfurt am Main",curamax.de,info@curamax.de,"Medizintechnik, Reha-Hilfsmittel, Wundversorgung, Inkontinenzmittel, künstliche Ernährung, Tracheostomaversorgung und Home Care","Curamax GmbH ist ein Anbieter von Medizintechnik, Reha-Hilfsmitteln, Wundversorgung, Inkontinenzmitteln, künstlicher Ernährung und Tracheostomaversorgung. Das Unternehmen zeichnet sich durch seinen Patientenfokus und Bereitstellung von Produkten und Dienstleistungen vor Ort aus, unabhängig davon, ob der Patient zu Hause, in einer Klinik, einem Heim oder einer alternativen Wohnform lebt.",Senad Sefo,HRB 83028 Amtsgericht Frankfurt am Main,,,https://www.companyhouse.de/Curamax-GmbH-Frankfurt-am-Main
