id,ik,locationName,address,coordinates,distance,email,website,furtherProducts,phone,adress,handler_type,company_purpose,management,registration_number,profit_year,profit_amount,company_url
9156,330833461,Leschinski GmbH   Sanitätshaus,"{'street': 'Hauptstr. 266', 'streetAddition': '', 'zip': '79576', 'city': 'Weil am Rhein', 'phone': '', 'title': '', 'active': False}","{'lat': 47.592636948264, 'lon': 7.6163479904386}",0,,,[],,,,,,,,,
36985,307904623,Lessing-Apotheke Inh. Thomas Hammermann,"{'street': 'Macherstr. 18', 'streetAddition': '', 'zip': '01917', 'city': 'Kamenz', 'phone': '', 'title': '', 'active': False}","{'lat': 51.278902955347, 'lon': 14.103311996958}",0,,,[],,,,,,,,,
12226,330732265,Leuker Heinrich  Orthopädie-Technik,"{'street': 'Theodor-Heuss-Str. 2', 'streetAddition': '', 'zip': '67112', 'city': 'Mutterstadt', 'phone': '', 'title': '', 'active': False}","{'lat': 49.448091960392, 'lon': 8.3600279103705}",0,,,[],,,,,,,,,
9899,330734029,Leuker Orthopädietechnik Inh. Heinrich Leuker,"{'street': 'Hauptstr. 57', 'streetAddition': '', 'zip': '67133', 'city': 'Maxdorf', 'phone': '', 'title': '', 'active': False}","{'lat': 49.482436988221, 'lon': 8.294095970261}",0,,,[],,,,,,,,,
7773,300200616,Lewitz-Apotheke Susanne Wilhelm-Haefke,"{'street': 'Wabeler Str. 10', 'streetAddition': '', 'zip': '19306', 'city': 'Neustadt-Glewe', 'phone': '', 'title': '', 'active': False}","{'lat': 53.378059999332, 'lon': 11.59233599439}",0,info@apo-neustadt.de,apo-neustadt.de,[],+49 38757 20050,"Wabelerstr. 10, 19306 Neustadt-Glewe",Apotheken- und Gesundheitsdienstleistungen,"Lewitz - Apotheke Inhaber: Susanne Haefke e.K. ist ein Gesundheitsdienstleister, sich durch eine kompetente Beratung und eine umfassende Versorgung mit Medikamenten auszeichnet. Das Unternehmen bietet zudem ergänzende Gesundheitsangebote und attraktive Aktionen, um die Bedürfnisse seiner Kunden ganzheitlich zu adressieren.",Susanne Wilhelm-Haefke,Eingetragener Kaufmann,,,https://www.companyhouse.de/Lewitz-Apotheke-Inhaber-Susanne-Wilhelm-Haefke-eK-Neustadt-Glewe
20731,308406826,Liebig-Apotheke Angela Heim,"{'street': 'Liebigstr. 5', 'streetAddition': '', 'zip': '80538', 'city': 'München', 'phone': '', 'title': '', 'active': False}","{'lat': 48.141612994954, 'lon': 11.58657491881}",0,,,[],+49 89 221813,"Liebigstr. 5, 80538 München",Großhandel,,Angela Heim,,,,https://www.companyhouse.de/Liebig-Apotheke-Angela-Heim-eK-Muenchen
20507,308503700,Liebig-Apotheke Angelika Radl,"{'street': 'Gaimersheimer Str. 51 a', 'streetAddition': '', 'zip': '85057', 'city': 'Ingolstadt', 'phone': '', 'title': '', 'active': False}","{'lat': 48.776929966512, 'lon': 11.406295977027}",0,,,[],+49 841 81943,"Gaimersheimer Straße 51a, 85057 Ingolstadt",Pharmazie,Betreiben einer Apotheke,Angelika Radl,HRA 2959 Amtsgericht Ingolstadt,,,https://www.companyhouse.de/Liebig-Apotheke-Angelika-Radl-eK-Ingolstadt
38452,308204354,Liebig-Apotheke Dr. Matthias Wegener,"{'street': 'Windmühlenstr. 41', 'streetAddition': '', 'zip': '04107', 'city': 'Leipzig', 'phone': '', 'title': '', 'active': False}","{'lat': 51.331770991365, 'lon': 12.380696948744}",0,,,[],,,,,,,,,
7796,300701393,Liebig-Apotheke im MVZ Grit Sponner,"{'street': 'Knappschaftsweg 1 a', 'streetAddition': '', 'zip': '01979', 'city': 'Lauchhammer', 'phone': '', 'title': '', 'active': False}","{'lat': 51.499675692397, 'lon': 13.795345802038}",0,,,[],,,,,,,,,
38928,305402520,Liebig-Apotheke im Salih. Bernd Ulrich,"{'street': 'Bismarckstr. 30', 'streetAddition': '', 'zip': '61169', 'city': 'Friedberg', 'phone': '', 'title': '', 'active': False}","{'lat': 50.332692982663, 'lon': 8.7579119618009}",0,,,[],,,,,,,,,
36153,308806352,Liebig-Apotheke Inh. Viola Mangelmann e.K.,"{'street': 'Hanauer Landstr. 19', 'streetAddition': '', 'zip': '63796', 'city': 'Kahl', 'phone': '', 'title': '', 'active': False}","{'lat': 50.070787983712, 'lon': 9.0043079864732}",0,,,[],,,,,,,,,
8145,305312291,Liebig-Apotheke Ismail Özel,"{'street': 'Unterlindau 67', 'streetAddition': '', 'zip': '60323', 'city': 'Frankfurt', 'phone': '', 'title': '', 'active': False}","{'lat': 50.121003977941, 'lon': 8.6672709614865}",0,,,[],,"Unterlindau 67, 60323 Frankfurt am Main",Einzelhandel,,"Ismail Ilkcan Özel, Klaus-Ulrich Röder",,,,https://www.companyhouse.de/Liebig-Apotheke-Inhaber-Ismail-Oezel-Frankfurt-am-Main
37926,307901447,Liebig-Apotheke Keil Brigitte,"{'street': 'Liebigstr. 23', 'streetAddition': '', 'zip': '01187', 'city': 'Dresden', 'phone': '', 'title': '', 'active': False}","{'lat': 51.032389944529, 'lon': 13.721735961195}",0,,,[],+49 351 4675120,"Liebigstraße 23, 01187 Dresden",Einzelhandel,,Brigitte Keil,,,,https://www.companyhouse.de/Liebig-Apotheke-Brigitte-Keil-eKfr-Dresden
23436,305313500,Liederbach-Apotheke Dominic Dastrange,"{'street': 'Königsteiner Str. 98', 'streetAddition': '', 'zip': '65929', 'city': 'Frankfurt', 'phone': '', 'title': '', 'active': False}","{'lat': 50.109584963788, 'lon': 8.5399789670745}",0,,,[],+49 69 316915,"Bolongarostraße 98, 65929 Frankfurt am Main",Pharmazie,,Dominic Herrmann Dastrange,,,,https://www.companyhouse.de/Liederbach-Apotheke-Dominic-Dastrange-eK-Frankfurt-am-Main
37125,305902569,Liethen-Apotheke Karin Arand,"{'street': 'Brüsseler Str. 10', 'streetAddition': '', 'zip': '37308', 'city': 'Heilbad Heiligenstadt', 'phone': '', 'title': '', 'active': False}","{'lat': 51.385211364551, 'lon': 10.133498563112}",0,,,[],,"Husumerstr. 15A, 37308 Heilbad Heiligenstadt",Pharmazie,Betreiben einer Apotheke.,Karin Arand,Eingetragener Kaufmann,,,https://www.companyhouse.de/Liethen-Apotheke-Karin-Arand-e-Kfr-Heilbad-Heiligenstadt
6825,309517207,Lilas-Apotheke Lili Rahmani,"{'street': 'Knesebeckstr. 93', 'streetAddition': '', 'zip': '10623', 'city': 'Berlin', 'phone': '', 'title': '', 'active': False}","{'lat': 52.508947989417, 'lon': 13.323191917526}",0,,,[],+49 30 3134010,"Knesebeckstr. 93, 10623 Berlin",Einzelhandel,,,,,,https://www.companyhouse.de/Lilas-Apotheke-Inh-Lili-Rahmani-e-Kfr-Berlin
19597,303528582,Kreuz-Apotheke Timm Reißmann,"{'street': 'Stockumer Str. 189', 'streetAddition': '', 'zip': '44225', 'city': 'Dortmund', 'phone': '', 'title': '', 'active': False}","{'lat': 51.48199095126, 'lon': 7.4386969801881}",0,,,[],+49 231 7920110,"Stockumerstr. 189, 44225 Dortmund",Apotheken- und Gesundheitsdienstleistungen,,Timm Reißmann,,,,https://www.companyhouse.de/Kreuz-Apotheke-Timm-Reissmann-eK-Dortmund
16689,306302576,Kreuzberg-Apotheke Ursula Porten-Bergmann e.K.,"{'street': 'Avallonstr. 36', 'streetAddition': '', 'zip': '56812', 'city': 'Cochem', 'phone': '', 'title': '', 'active': False}","{'lat': 50.15673817732, 'lon': 7.1816628364267}",0,,,[],,,,,,,,,
21460,304807490,Kreuzherren-Apotheke Michael Schröders,"{'street': 'Trompeterallee 21', 'streetAddition': '', 'zip': '41189', 'city': 'Mönchengladbach', 'phone': '', 'title': '', 'active': False}","{'lat': 51.131416984197, 'lon': 6.4142779931144}",0,,,[],,,,,,,,,
24390,304626890,Kreuzherren Apotheke Ute Köhn  Filialapotheke,"{'street': 'Kreuzherrenstr. 57', 'streetAddition': '', 'zip': '53227', 'city': 'Bonn', 'phone': '', 'title': '', 'active': False}","{'lat': 50.728033975544, 'lon': 7.1323399374369}",0,,,[],,,,,,,,,
20834,304629699,Kristall-Apotheke Hürth Park Inh. Mahmoud Kourdi,"{'street': 'Hürth-Park, Laden 19', 'streetAddition': '', 'zip': '50354', 'city': 'Hürth', 'phone': '', 'title': '', 'active': False}","{'lat': 50.878980566239, 'lon': 6.871911778869}",0,,,[],,,,,,,,,
14693,330501391,Krone medical GmbH   Sanitätsfachhandel,"{'street': 'Wittener Str. 20', 'streetAddition': '', 'zip': '42277', 'city': 'Wuppertal', 'phone': '', 'title': '', 'active': False}","{'lat': 51.286768980974, 'lon': 7.2315949728423}",0,,,[],,,,,,,,,
22481,301510817,Kronen-Apotheke am Holstenbahnhof Khuaja Sidiqi,"{'street': 'Düppelstr. 1', 'streetAddition': '', 'zip': '22769', 'city': 'Hamburg', 'phone': '', 'title': '', 'active': False}","{'lat': 53.562594993133, 'lon': 9.9480609559787}",0,,,[],,,,,,,,,
35867,304626402,Kronen-Apotheke Dr. Stephanie Meurer e.K.,"{'street': 'Kölnstr. 107', 'streetAddition': '', 'zip': '53757', 'city': 'Sankt Augustin', 'phone': '', 'title': '', 'active': False}","{'lat': 50.758864966536, 'lon': 7.1667619418199}",0,,,[],,"Kölnstraße 107, 53757 Sankt Augustin",Pharmazie,Betrieb einer Apotheke.,,HRA 6733 Amtsgericht Siegburg,,,https://www.companyhouse.de/Kronen-Apotheke-Dr-Stephanie-Meurer-eK-Sankt-Augustin
37257,304506407,Kronen-Apotheke Hannu Uwe Kratz,"{'street': 'Mellinghofer Str. 273', 'streetAddition': '', 'zip': '45475', 'city': 'Mülheim', 'phone': '', 'title': '', 'active': False}","{'lat': 51.457974951686, 'lon': 6.8877539282306}",0,,,[],,"Mellinghofer Straße 273, 45475 Mülheim an der Ruhr",Einzelhandel,,Gisela Gödecke,,,,https://www.companyhouse.de/Kronen-Apotheke-Inhaber-Hannu-Uwe-Kratz-e-K-Muelheim-an-der-Ruhr
19761,303733499,Kronen-Apotheke Lennartz und Matenaer OHG,"{'street': 'Neustr. 13', 'streetAddition': '', 'zip': '46399', 'city': 'Bocholt', 'phone': '', 'title': '', 'active': False}","{'lat': 51.837384976294, 'lon': 6.6152169287905}",0,,,[],,,,,,,,,
21890,304905217,Kronen Apotheke Mohammed Ghani,"{'street': 'Berliner Str. 45', 'streetAddition': '', 'zip': '42275', 'city': 'Wuppertal', 'phone': '', 'title': '', 'active': False}","{'lat': 51.274320974144, 'lon': 7.2104969604164}",0,,,[],,"Berlinerstr. 45, 42275 Wuppertal",Herstellung und Vertrieb von Originaldokumenten,"Kronen Apotheke  Apotheke und Manufaktur für individuelle Medizin Mohammed Ghani e.K. ist ein Unternehmen, sich auf die Herstellung und den Vertrieb von Arzneimitteln und anderen medizinischen Produkten spezialisiert hat. Das Unternehmen zeichnet sich durch seine Fähigkeit aus, individuelle Medizinprodukte herzustellen, auf die spezifischen Bedürfnisse von Patienten abgestimmt sind. Der Zweck seiner Geschäftstätigkeit ist es, Patienten und Ärzten innovative und effektive Lösungen für medizinische Probleme anzubieten.",Mohammed Ghani,Eingetragener Kaufmann,,,https://www.companyhouse.de/Kronen-Apotheke-Wuppertal-Apotheke-und-Manufaktur-fuer-individuelle-Medizin-Mohammed-Ghani-eK-Wuppertal
35691,303510855,Kronen-Apotheke Ulrike Meyer,"{'street': 'Heinrichstr. 11', 'streetAddition': '', 'zip': '44623', 'city': 'Herne', 'phone': '', 'title': '', 'active': False}","{'lat': 51.541226962259, 'lon': 7.2238759292689}",0,,,[],,"Heinrichstraße 11, 44623 Herne",Einzelhandel,,Ulrike Meyer,,,,https://www.companyhouse.de/Kronen-Apotheke-Ulrike-Meyer-eK-Herne
59430,510336506,K&S Seniorenresidenz,"{'street': 'St.-Georg-Str. 2', 'streetAddition': '', 'zip': '27367', 'city': 'Sottrum', 'phone': '', 'title': '', 'active': False}","{'lat': 53.116739991414, 'lon': 9.2311279244739}",0,,,[],+49 4264 83090,"Bremer Straße 1-9, 27367 Sottrum",Immobilien,"Erwerb, Veräußerung, Betrieb und Verwaltung von Senioren-Residenzen sowie alle damit zusammenhängenden Angelegenheiten.","Björn Hagedorn, Dr. Ulrich Georg Friedrich-Wilhelm Krantz",Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/K-S-Dr-Krantz-Objektverwaltungs-GmbH-Sottrum
59332,510665275,K&S Seniorenresidenz Bad Hersfeld,"{'street': 'Am Kurpark 1', 'streetAddition': '', 'zip': '36251', 'city': 'Bad Hersfeld', 'phone': '', 'title': '', 'active': False}","{'lat': 50.864439954929, 'lon': 9.7017459593451}",0,,,[],,,,,,,,,
59388,510336993,K&S Seniorenresidenz Buxtehude,"{'street': 'Stader Str. 2', 'streetAddition': '', 'zip': '21614', 'city': 'Buxtehude', 'phone': '', 'title': '', 'active': False}","{'lat': 53.469716964245, 'lon': 9.6884359811064}",0,,,[],,,,,,,,,
59368,511460043,K&S Seniorenresidenz Dresden,"{'street': 'Königsbrücker Str. 86', 'streetAddition': '', 'zip': '01099', 'city': 'Dresden', 'phone': '', 'title': '', 'active': False}","{'lat': 51.070437153542, 'lon': 13.749855655039}",0,,,[],,,,,,,,,
59715,511411793,"K & S Senioren-Residenz ""Haus am Elsterpark""","{'street': 'Dr.-Friedrich-Wolf-Str. 1', 'streetAddition': '', 'zip': '08529', 'city': 'Plauen', 'phone': '', 'title': '', 'active': False}","{'lat': 50.495055954165, 'lon': 12.168314913653}",0,,,[],,,,,,,,,
59179,510112799,K & S Seniorenresidenz Kummerfeld,"{'street': 'Bundesstr. 39', 'streetAddition': '', 'zip': '25495', 'city': 'Kummerfeld', 'phone': '', 'title': '', 'active': False}","{'lat': 53.687615998076, 'lon': 9.7908779696453}",0,,,[],,,,,,,,,
59268,512591383,K&S Seniorenresidenz Marsberg,"{'street': 'Lillers-Str. 9', 'streetAddition': '', 'zip': '34431', 'city': 'Marsberg', 'phone': '', 'title': '', 'active': False}","{'lat': 51.462977991245, 'lon': 8.8483649447264}",0,,,[],,,,,,,,,
66631,510647659,K&S Seniorenresidenz Raunheim,"{'street': 'Am Römerbrunnen 1-3', 'streetAddition': '', 'zip': '65479', 'city': 'Raunheim', 'phone': '', 'title': '', 'active': False}","{'lat': 50.00596495363, 'lon': 8.449982957134}",0,,,[],,,,,,,,,
59467,511606754,K & S Seniorenresidenz Sondershausen,"{'street': 'Ferdinand-Schlufter-Str. 54', 'streetAddition': '', 'zip': '99706', 'city': 'Sondershausen', 'phone': '', 'title': '', 'active': False}","{'lat': 51.369266971509, 'lon': 10.865878934411}",0,,,[],,,,,,,,,
59172,510309694,K&S Seniorenresidenz Stade,"{'street': 'Am Hinterdeich 4', 'streetAddition': '', 'zip': '21680', 'city': 'Stade', 'phone': '', 'title': '', 'active': False}","{'lat': 53.60051599673, 'lon': 9.4841979825495}",0,,,[],,,,,,,,,
21876,304509741,Kupfer-Apotheke Thi Thanh Hang Nguyen,"{'street': 'Hofstr. 12', 'streetAddition': '', 'zip': '45257', 'city': 'Essen', 'phone': '', 'title': '', 'active': False}","{'lat': 51.39118299824, 'lon': 7.0813899199729}",0,,,[],,"Hofstr. 12, 45257 Essen",Pharmazie,Betrieben wird eine Apotheke.,Klaus Ohlmeier,Eingetragener Kaufmann,,,https://www.companyhouse.de/Kupfer-Apotheke-Thi-Thanh-Hang-Nguyen-e-K-Essen
35317,303521175,Kur-Apotheke A & D Apotheken OHG Paul Dierkes,"{'street': 'Kaiserstr. 7', 'streetAddition': '', 'zip': '59505', 'city': 'Bad Sassendorf', 'phone': '', 'title': '', 'active': False}","{'lat': 51.58577297561, 'lon': 8.1689929905334}",0,,,[],,,,,,,,,
34298,303731384,Kur-Apotheke Elke Hanke,"{'street': 'Detmolder Str. 139', 'streetAddition': '', 'zip': '33175', 'city': 'Bad Lippspringe', 'phone': '', 'title': '', 'active': False}","{'lat': 51.781744948688, 'lon': 8.8167999422731}",0,,,[],,,Einzelhandel,Allgemeinmediziner,Elke Luise Hanke,Eingetragener Kaufmann,,,https://www.companyhouse.de/Kur-Apotheke-Inh-Elke-Luise-Hanke-eK-Bad-Lippspringe
20875,302506562,Kur-Apotheke Henning Fichter,"{'street': 'Thieplatz 3', 'streetAddition': '', 'zip': '49196', 'city': 'Bad Laer', 'phone': '', 'title': '', 'active': False}","{'lat': 52.100989999628, 'lon': 8.0882839436632}",0,,,[],,,,,,,,,
49970,330713444,Kur-Apotheke Inh. Thomas Wierig e.K.  Sanitätshaus,"{'street': 'Frankfurter Str. 28', 'streetAddition': '', 'zip': '53572', 'city': 'Unkel', 'phone': '', 'title': '', 'active': False}","{'lat': 50.599186949961, 'lon': 7.215348940929}",0,,,[],,,,,,,,,
37365,303508281,Kur-Apotheke Jens Asmus,"{'street': 'Poststr. 1', 'streetAddition': '', 'zip': '59955', 'city': 'Winterberg', 'phone': '', 'title': '', 'active': False}","{'lat': 51.193866992644, 'lon': 8.5331079331293}",0,,,[],,,Einzelhandel,,,,,,https://www.companyhouse.de/Kur-Apotheke-Jens-Asmus-Winterberg
35757,303506461,Kur-Apotheke Karsten Wolter,"{'street': 'Poststr. 15', 'streetAddition': '', 'zip': '57319', 'city': 'Bad Berleburg', 'phone': '', 'title': '', 'active': False}","{'lat': 51.048921973472, 'lon': 8.3922789562064}",0,,,[],,"Poststraße 15, 57319 Bad Berleburg",Pharmazie,Betrieb einer Apotheke.,Karsten Wolter,Eingetragener Kaufmann,,,https://www.companyhouse.de/Kur-Apotheke-Otto-Wolter-Inhaber-Karsten-Wolter-eK-Bad-Berleburg
39329,306305341,Kur-Apotheke Thomas Wierig,"{'street': 'Frankfurter Str. 28', 'streetAddition': '', 'zip': '53572', 'city': 'Unkel', 'phone': '', 'title': '', 'active': False}","{'lat': 50.599186949961, 'lon': 7.215348940929}",0,,,[],,,,,,,,,
36277,304805261,Kurfürsten-Apotheke Dr. Hassan Zareapour,"{'street': 'Kurfürstenstr. 51-53', 'streetAddition': '', 'zip': '47829', 'city': 'Krefeld', 'phone': '', 'title': '', 'active': False}","{'lat': 51.353671975632, 'lon': 6.6474649203544}",0,,,[],,,,,,,,,
58189,510647808,Kursana Care GmbH  Kursana Domizil Bruchköbel Altenpflege,"{'street': 'Bahnhofstr. 31', 'streetAddition': '', 'zip': '63486', 'city': 'Bruchköbel', 'phone': '', 'title': '', 'active': False}","{'lat': 50.184409959561, 'lon': 8.9225769263042}",0,,,[],,,,,,,,,
59383,510337040,Kursana Care GmbH Kursana Domizil Buchholz  Stationäre Altenpflege,"{'street': 'Freudenthalstr. 8', 'streetAddition': '', 'zip': '21244', 'city': 'Buchholz', 'phone': '', 'title': '', 'active': False}","{'lat': 53.339291975305, 'lon': 9.8796649370449}",0,,,[],,,,,,,,,
59352,510575802,Kursana Care GmbH Kursana Domizil Gütersloh Betreute Wohngruppen und Fachpfl.dementiell Erkrankte,"{'street': 'Tiefenweg 2', 'streetAddition': '', 'zip': '33332', 'city': 'Gütersloh', 'phone': '', 'title': '', 'active': False}","{'lat': 51.894687960849, 'lon': 8.3816349980679}",0,,,[],,,,,,,,,
59361,510575722,Kursana Care GmbH Kursana Domizil Gütersloh Professionelle Seniorenpflege,"{'street': 'Tiefenweg 2', 'streetAddition': '', 'zip': '33332', 'city': 'Gütersloh', 'phone': '', 'title': '', 'active': False}","{'lat': 51.894687960849, 'lon': 8.3816349980679}",0,,,[],,,,,,,,,
59207,510507353,Kursana Care GmbH Kursana Domizil Hamminkeln  Vollstationär Pflege,"{'street': 'Hoogefeldstr. 22', 'streetAddition': '', 'zip': '46499', 'city': 'Hamminkeln', 'phone': '', 'title': '', 'active': False}","{'lat': 51.736759760666, 'lon': 6.5133346805051}",0,,,[],,,,,,,,,
59258,512533521,Kursana Care GmbH Kursana Domizil Kürten  Vollstationäre Pflege,"{'street': 'Zur Obstwiese 3', 'streetAddition': '', 'zip': '51515', 'city': 'Kürten', 'phone': '', 'title': '', 'active': False}","{'lat': 51.043809964768, 'lon': 7.2157819288959}",0,,,[],,,,,,,,,
59425,510347769,Kursana Care GmbH Kursana Domizil Lingen  Altenpflegeheim,"{'street': 'Am Kurpark 1', 'streetAddition': '', 'zip': '49811', 'city': 'Lingen', 'phone': '', 'title': '', 'active': False}","{'lat': 52.512694969763, 'lon': 7.3602059635859}",0,,,[],,,,,,,,,
59484,511412157,Kursana Care GmbH Kursana Domizil Reichenbach Haus Dominikus,"{'street': 'Lengenfelder Str. 3 b', 'streetAddition': '', 'zip': '08468', 'city': 'Reichenbach', 'phone': '', 'title': '', 'active': False}","{'lat': 50.615433988717, 'lon': 12.310945911035}",0,,,[],,,,,,,,,
59219,510504908,Kursana Care GmbH Kursana Domizil Straelen,"{'street': 'Brucknerstr. 1 b', 'streetAddition': '', 'zip': '47638', 'city': 'Straelen', 'phone': '', 'title': '', 'active': False}","{'lat': 51.441032981864, 'lon': 6.2651549610048}",0,,,[],,,,,,,,,
59483,510733119,Kursana Domizil Alzey   Haus Urban,"{'street': 'Hagenstr. 61', 'streetAddition': '', 'zip': '55232', 'city': 'Alzey', 'phone': '', 'title': '', 'active': False}","{'lat': 49.74723694262, 'lon': 8.1259319778946}",0,,,[],,,,,,,,,
59459,510918522,Kursana Domizil an in der Hallertau  Haus Vitus,"{'street': 'Hochfeldstr. 33', 'streetAddition': '', 'zip': '84072', 'city': 'Au', 'phone': '', 'title': '', 'active': False}","{'lat': 48.553701977239, 'lon': 11.744551926023}",0,,,[],,,,,,,,,
59571,510974155,Kursana Domizil Bobingen   Haus Elias,"{'street': 'Regensburger Allee 12', 'streetAddition': '', 'zip': '86399', 'city': 'Bobingen', 'phone': '', 'title': '', 'active': False}","{'lat': 48.271966957491, 'lon': 10.828058962634}",0,,,[],,,,,,,,,
59495,510815846,Kursana Domizil Nürtingen   Haus Christophorus,"{'street': 'Europastr. 20-22', 'streetAddition': '', 'zip': '72622', 'city': 'Nürtingen', 'phone': '', 'title': '', 'active': False}","{'lat': 48.628783954024, 'lon': 9.3391099132015}",0,,,[],,,,,,,,,
59509,510513603,Kursana Residenz,"{'street': 'Hansastr. 115', 'streetAddition': '', 'zip': '47798', 'city': 'Krefeld', 'phone': '', 'title': '', 'active': False}","{'lat': 51.326294966064, 'lon': 6.5677169810067}",0,,,[],,,,,,,,,https://www.companyhouse.de/Kursana-Residenzen-GmbH
59335,512531379,Kursana Villa Bonn Villa Camphausen  Vollstationäre Pflege,"{'street': 'Mainzer Str. 233', 'streetAddition': '', 'zip': '53179', 'city': 'Bonn', 'phone': '', 'title': '', 'active': False}","{'lat': 50.657958949558, 'lon': 7.1947649445087}",0,,,[],,,,,,,,,
